enzyCUI,drugNAME,drugCUI
C0534137,Vortioxetine,C3661282
C1828468,Vortioxetine,C3661282
C0057223,Umeclidinium,C3661274
C3887685,Umeclidinium,C3661274
C0057223,Brexpiprazole,C3885614
C3887685,Brexpiprazole,C3885614
C1142644,Brexpiprazole,C3885614
C3714798,Brexpiprazole,C3885614
C0057223,Butyrfentanyl,C4305826
C3887685,Butyrfentanyl,C4305826
C1142644,Butyrfentanyl,C4305826
C3714798,Butyrfentanyl,C4305826
C0057223,Dasabuvir,C3852512
C3887685,Dasabuvir,C3852512
C1142644,Dasabuvir,C3852512
C3714798,Dasabuvir,C3852512
C0897385,Dasabuvir,C3852512
C0057223,Lorpiprazole,C2825691
C3887685,Lorpiprazole,C2825691
C1142644,Lorpiprazole,C2825691
C3714798,Lorpiprazole,C2825691
C0057223,Arotinolol,C0104221
C3887685,Arotinolol,C0104221
C0057223,Melperone,C0066477
C3887685,Melperone,C0066477
C0057223,Manidipine,C0065656
C3887685,Manidipine,C0065656
C0608437,Manidipine,C0065656
C1142644,Manidipine,C0065656
C3714798,Manidipine,C0065656
C0960580,Manidipine,C0065656
C0059735,Manidipine,C0065656
C3252639,Manidipine,C0065656
C0534137,Manidipine,C0065656
C1828468,Manidipine,C0065656
C0057223,Rolapitant,C3273719
C3887685,Rolapitant,C3273719
C1142644,Rolapitant,C3273719
C3714798,Rolapitant,C3273719
C0057223,Levobetaxolol,C1171274
C3887685,Levobetaxolol,C1171274
C0057223,Dexchlorpheniramine maleate,C0137440
C3887685,Dexchlorpheniramine maleate,C0137440
C1142644,Dexchlorpheniramine maleate,C0137440
C3714798,Dexchlorpheniramine maleate,C0137440
C0057223,Opium,C0029112
C0057223,Opium,C0496973
C3887685,Opium,C0029112
C3887685,Opium,C0496973
C1142644,Opium,C0029112
C1142644,Opium,C0496973
C3714798,Opium,C0029112
C3714798,Opium,C0496973
C0057223,Asunaprevir,C3491974
C3887685,Asunaprevir,C3491974
C0608437,Asunaprevir,C3491974
C1142644,Asunaprevir,C3491974
C3714798,Asunaprevir,C3491974
C0960580,Asunaprevir,C3491974
C0535996,Asunaprevir,C3491974
C3714750,Asunaprevir,C3491974
C3884187,Asunaprevir,C3491974
C0534137,Asunaprevir,C3491974
C1828468,Asunaprevir,C3491974
C0057223,Rupatadine,C0534301
C3887685,Rupatadine,C0534301
C0608437,Rupatadine,C0534301
C1142644,Rupatadine,C0534301
C3714798,Rupatadine,C0534301
C0960580,Rupatadine,C0534301
C0057223,Isavuconazole,C1832021
C3887685,Isavuconazole,C1832021
C0608437,Isavuconazole,C1832021
C1142644,Isavuconazole,C1832021
C3714798,Isavuconazole,C1832021
C0960580,Isavuconazole,C1832021
C0535996,Isavuconazole,C1832021
C3714750,Isavuconazole,C1832021
C0897385,Isavuconazole,C1832021
C0534137,Isavuconazole,C1832021
C1828468,Isavuconazole,C1832021
C0057223,Artenimol,C2828299
C3887685,Artenimol,C2828299
C0960580,Artenimol,C2828299
C0057223,Lasmiditan,C4519199
C3887685,Lasmiditan,C4519199
C0057223,Vonoprazan,C4080009
C3887685,Vonoprazan,C4080009
C0608437,Vonoprazan,C4080009
C1142644,Vonoprazan,C4080009
C3714798,Vonoprazan,C4080009
C0960580,Vonoprazan,C4080009
C0535996,Vonoprazan,C4080009
C3714750,Vonoprazan,C4080009
C0534137,Vonoprazan,C4080009
C1828468,Vonoprazan,C4080009
C0057223,Talinolol,C0075783
C3887685,Talinolol,C0075783
C0057223,Anisodamine,C0051920
C3887685,Anisodamine,C0051920
C0057223,Revefenacin,C4519232
C3887685,Revefenacin,C4519232
C0057223,Valbenazine,C4078701
C3887685,Valbenazine,C4078701
C1142644,Valbenazine,C4078701
C3714798,Valbenazine,C4078701
C0535996,Valbenazine,C4078701
C3714750,Valbenazine,C4078701
C0057223,Dacomitinib,C2987430
C3887685,Dacomitinib,C2987430
C0608437,Dacomitinib,C2987430
C1142644,Dacomitinib,C2987430
C3714798,Dacomitinib,C2987430
C0057223,Elagolix,C2714632
C3887685,Elagolix,C2714632
C0897385,Elagolix,C2714632
C0057223,Nirogacestat,C4519277
C3887685,Nirogacestat,C4519277
C0608437,Nirogacestat,C4519277
C1142644,Nirogacestat,C4519277
C3714798,Nirogacestat,C4519277
C0960580,Nirogacestat,C4519277
C0897385,Nirogacestat,C4519277
C0534137,Nirogacestat,C4519277
C1828468,Nirogacestat,C4519277
C0057223,Letermovir,C3852938
C3887685,Letermovir,C3852938
C0608437,Letermovir,C3852938
C0960580,Letermovir,C3852938
C0897385,Letermovir,C3852938
C0534137,Letermovir,C3852938
C1828468,Letermovir,C3852938
C0057223,Telotristat ethyl,C4317559
C3887685,Telotristat ethyl,C4317559
C0608437,Telotristat ethyl,C4317559
C1142644,Telotristat ethyl,C4317559
C3714798,Telotristat ethyl,C4317559
C0960580,Telotristat ethyl,C4317559
C0897385,Telotristat ethyl,C4317559
C0534137,Telotristat ethyl,C4317559
C1828468,Telotristat ethyl,C4317559
C1146632,Telotristat ethyl,C4317559
C0057223,Landiolol,C0905464
C3887685,Landiolol,C0905464
C0057223,Bexagliflozin,C4519094
C3887685,Bexagliflozin,C4519094
C1142644,Bexagliflozin,C4519094
C3714798,Bexagliflozin,C4519094
C0897385,Bexagliflozin,C4519094
C0057223,Fedratinib,C3886623
C3887685,Fedratinib,C3886623
C1142644,Fedratinib,C3886623
C3714798,Fedratinib,C3886623
C0960580,Fedratinib,C3886623
C1414645,Fedratinib,C3886623
C0057223,Mizolastine,C0171302
C3887685,Mizolastine,C0171302
C0057223,Ritanserin,C0085260
C3887685,Ritanserin,C0085260
C0057223,Sotagliflozin,C3502471
C3887685,Sotagliflozin,C3502471
C1142644,Sotagliflozin,C3502471
C3714798,Sotagliflozin,C3502471
C0057223,Bucindolol,C0054196
C3887685,Bucindolol,C0054196
C0057223,Ipecac,C0022046
C3887685,Ipecac,C0022046
C1142644,Ipecac,C0022046
C3714798,Ipecac,C0022046
C0057223,Esatenolol,C3652674
C3887685,Esatenolol,C3652674
C0057223,Cloranolol,C0076772
C3887685,Cloranolol,C0076772
C0057223,Mepindolol,C0065961
C3887685,Mepindolol,C0065961
C0057223,Dexchlorpheniramine,C0057606
C3887685,Dexchlorpheniramine,C0057606
C0057223,Epanolol,C0116294
C3887685,Epanolol,C0116294
C0057223,Tertatolol,C0076166
C3887685,Tertatolol,C0076166
C0057223,"5-methoxy-N,N-dimethyltryptamine",C0000588
C3887685,"5-methoxy-N,N-dimethyltryptamine",C0000588
C0057223,Nabiximols,C2347556
C3887685,Nabiximols,C2347556
C0608437,Nabiximols,C2347556
C1142644,Nabiximols,C2347556
C3714798,Nabiximols,C2347556
C0960580,Nabiximols,C2347556
C0535996,Nabiximols,C2347556
C3714750,Nabiximols,C2347556
C0003693,Nabiximols,C2347556
C0003692,Nabiximols,C2347556
C0057223,Aripiprazole lauroxil,C4056439
C3887685,Aripiprazole lauroxil,C4056439
C1142644,Aripiprazole lauroxil,C4056439
C3714798,Aripiprazole lauroxil,C4056439
C0535996,Aripiprazole lauroxil,C4056439
C3714750,Aripiprazole lauroxil,C4056439
C0533212,Aripiprazole lauroxil,C4056439
C0057223,Remdesivir,C4726677
C3887685,Remdesivir,C4726677
C1142644,Remdesivir,C4726677
C3714798,Remdesivir,C4726677
C0897385,Remdesivir,C4726677
C0108471,Remdesivir,C4726677
C0057223,Ripretinib,C5139749
C3887685,Ripretinib,C5139749
C1142644,Ripretinib,C5139749
C3714798,Ripretinib,C5139749
C0010763,Ripretinib,C5139749
C3887686,Ripretinib,C5139749
C0897385,Ripretinib,C5139749
C0057223,Oliceridine,C4508938
C3887685,Oliceridine,C4508938
C0608437,Oliceridine,C4508938
C1142644,Oliceridine,C4508938
C3714798,Oliceridine,C4508938
C0960580,Oliceridine,C4508938
C0057223,Mavacamten,C4742219
C3887685,Mavacamten,C4742219
C0608437,Mavacamten,C4742219
C1142644,Mavacamten,C4742219
C3714798,Mavacamten,C4742219
C0960580,Mavacamten,C4742219
C0535996,Mavacamten,C4742219
C3714750,Mavacamten,C4742219
C0897385,Mavacamten,C4742219
C0534137,Mavacamten,C4742219
C1828468,Mavacamten,C4742219
C0057223,Upadacitinib,C4726929
C3887685,Upadacitinib,C4726929
C1142644,Upadacitinib,C4726929
C3714798,Upadacitinib,C4726929
C0057223,Futibatinib,C5139845
C3887685,Futibatinib,C5139845
C0608437,Futibatinib,C5139845
C1142644,Futibatinib,C5139845
C3714798,Futibatinib,C5139845
C0057223,Ubrogepant,C4505936
C3887685,Ubrogepant,C4505936
C0608437,Ubrogepant,C4505936
C1142644,Ubrogepant,C4505936
C3714798,Ubrogepant,C4505936
C0960580,Ubrogepant,C4505936
C0897385,Ubrogepant,C4505936
C0057223,Zavegepant,C5383284
C3887685,Zavegepant,C5383284
C1142644,Zavegepant,C5383284
C3714798,Zavegepant,C5383284
C0057223,Berotralstat,C5392453
C3887685,Berotralstat,C5392453
C1142644,Berotralstat,C5392453
C3714798,Berotralstat,C5392453
C0057223,Iptacopan,C5418258
C3887685,Iptacopan,C5418258
C0897385,Iptacopan,C5418258
C0608437,Valsartan,C0216784
C0608437,Fluconazole,C0016277
C1142644,Fluconazole,C0016277
C3714798,Fluconazole,C0016277
C0960580,Fluconazole,C0016277
C0535996,Fluconazole,C0016277
C3714750,Fluconazole,C0016277
C0608437,Troglitazone,C0245514
C1142644,Troglitazone,C0245514
C3714798,Troglitazone,C0245514
C0960580,Troglitazone,C0245514
C0535996,Troglitazone,C0245514
C3714750,Troglitazone,C0245514
C0059735,Troglitazone,C0245514
C3252639,Troglitazone,C0245514
C0897385,Troglitazone,C0245514
C0534137,Troglitazone,C0245514
C1828468,Troglitazone,C0245514
C0533212,Troglitazone,C0245514
C3254086,Troglitazone,C0245514
C0608437,Torasemide,C0076840
C0897385,Torasemide,C0076840
C0608437,Glimepiride,C0061323
C0608437,Temazepam,C0039468
C1142644,Temazepam,C0039468
C3714798,Temazepam,C0039468
C0534137,Temazepam,C0039468
C1828468,Temazepam,C0039468
C0608437,Diethylstilbestrol,C0012203
C1142644,Diethylstilbestrol,C0012203
C3714798,Diethylstilbestrol,C0012203
C0010763,Diethylstilbestrol,C0012203
C3887686,Diethylstilbestrol,C0012203
C0897385,Diethylstilbestrol,C0012203
C3254086,Diethylstilbestrol,C0012203
C0007407,Diethylstilbestrol,C0012203
C0608437,Sulfisoxazole,C0038745
C0608437,Dicoumarol,C0005640
C0608437,Desogestrel,C0057558
C1142644,Desogestrel,C0057558
C3714798,Desogestrel,C0057558
C0608437,Floxuridine,C0016343
C0040083,Floxuridine,C0016343
C0608437,Tolcapone,C0246330
C0608437,Hydromorphone,C0012306
C0608437,Indomethacin,C0021246
C0960580,Indomethacin,C0021246
C0608437,Trimethadione,C0041038
C1142644,Trimethadione,C0041038
C3714798,Trimethadione,C0041038
C0010763,Trimethadione,C0041038
C3887686,Trimethadione,C0041038
C0960580,Trimethadione,C0041038
C0897385,Trimethadione,C0041038
C0608437,Sulfadiazine,C0038675
C1142644,Sulfadiazine,C0038675
C3714798,Sulfadiazine,C0038675
C0897385,Sulfadiazine,C0038675
C0608437,Treprostinil,C1145760
C0897385,Treprostinil,C1145760
C0608437,Alprazolam,C0002333
C0608437,Alprazolam,C0482776
C1142644,Alprazolam,C0002333
C1142644,Alprazolam,C0482776
C3714798,Alprazolam,C0002333
C3714798,Alprazolam,C0482776
C0535996,Alprazolam,C0002333
C0535996,Alprazolam,C0482776
C3714750,Alprazolam,C0002333
C3714750,Alprazolam,C0482776
C0533212,Alprazolam,C0002333
C0533212,Alprazolam,C0482776
C0608437,Acetohexamide,C0000992
C0608437,Betamethasone,C0005308
C1142644,Betamethasone,C0005308
C3714798,Betamethasone,C0005308
C0960580,Betamethasone,C0005308
C0535996,Betamethasone,C0005308
C3714750,Betamethasone,C0005308
C1450093,Betamethasone,C0005308
C0897385,Betamethasone,C0005308
C3884187,Betamethasone,C0005308
C0534137,Betamethasone,C0005308
C1828468,Betamethasone,C0005308
C0533212,Betamethasone,C0005308
C3254086,Betamethasone,C0005308
C0608437,Teniposide,C0039512
C1142644,Teniposide,C0039512
C3714798,Teniposide,C0039512
C0960580,Teniposide,C0039512
C0535996,Teniposide,C0039512
C3714750,Teniposide,C0039512
C0608437,Ketorolac,C0073631
C0897385,Ketorolac,C0073631
C0608437,Tenoxicam,C0076096
C0608437,Montelukast,C0298130
C1142644,Montelukast,C0298130
C3714798,Montelukast,C0298130
C0897385,Montelukast,C0298130
C3884187,Montelukast,C0298130
C0608437,Nabilone,C0068333
C1142644,Nabilone,C0068333
C3714798,Nabilone,C0068333
C0010763,Nabilone,C0068333
C3887686,Nabilone,C0068333
C0897385,Nabilone,C0068333
C0608437,Zidovudine,C0043474
C1142644,Zidovudine,C0043474
C3714798,Zidovudine,C0043474
C3884187,Zidovudine,C0043474
C0040078,Zidovudine,C0043474
C0608437,Cyclophosphamide,C0010583
C1142644,Cyclophosphamide,C0010583
C3714798,Cyclophosphamide,C0010583
C0960580,Cyclophosphamide,C0010583
C0535996,Cyclophosphamide,C0010583
C3714750,Cyclophosphamide,C0010583
C0897385,Cyclophosphamide,C0010583
C3884187,Cyclophosphamide,C0010583
C0534137,Cyclophosphamide,C0010583
C1828468,Cyclophosphamide,C0010583
C0218171,Cyclophosphamide,C0010583
C0608437,Piroxicam,C0031990
C0897385,Piroxicam,C0031990
C0608437,Bosentan,C0252643
C1142644,Bosentan,C0252643
C3714798,Bosentan,C0252643
C0608437,Sulfamethizole,C0038687
C0608437,Valdecoxib,C0913246
C1142644,Valdecoxib,C0913246
C3714798,Valdecoxib,C0913246
C0608437,Voriconazole,C0393080
C0608437,Voriconazole,C5201968
C1142644,Voriconazole,C0393080
C1142644,Voriconazole,C5201968
C3714798,Voriconazole,C0393080
C3714798,Voriconazole,C5201968
C0960580,Voriconazole,C0393080
C0960580,Voriconazole,C5201968
C0535996,Voriconazole,C0393080
C0535996,Voriconazole,C5201968
C3714750,Voriconazole,C0393080
C3714750,Voriconazole,C5201968
C0534137,Voriconazole,C0393080
C0534137,Voriconazole,C5201968
C1828468,Voriconazole,C0393080
C1828468,Voriconazole,C5201968
C0533212,Voriconazole,C0393080
C0533212,Voriconazole,C5201968
C1414645,Voriconazole,C0393080
C1414645,Voriconazole,C5201968
C0608437,Medroxyprogesterone acetate,C0065864
C1142644,Medroxyprogesterone acetate,C0065864
C3714798,Medroxyprogesterone acetate,C0065864
C0897385,Medroxyprogesterone acetate,C0065864
C0608437,Rifabutin,C0140575
C0608437,Rifabutin,C0802073
C1142644,Rifabutin,C0140575
C1142644,Rifabutin,C0802073
C3714798,Rifabutin,C0140575
C3714798,Rifabutin,C0802073
C0960580,Rifabutin,C0140575
C0960580,Rifabutin,C0802073
C0897385,Rifabutin,C0140575
C0897385,Rifabutin,C0802073
C0534137,Rifabutin,C0140575
C0534137,Rifabutin,C0802073
C1828468,Rifabutin,C0140575
C1828468,Rifabutin,C0802073
C0608437,Paramethadione,C0070072
C1142644,Paramethadione,C0070072
C3714798,Paramethadione,C0070072
C0010763,Paramethadione,C0070072
C3887686,Paramethadione,C0070072
C0897385,Paramethadione,C0070072
C0608437,Oxandrolone,C0029995
C0608437,Testosterone,C0039601
C0608437,Testosterone,C0523912
C0608437,Testosterone,C4721537
C1142644,Testosterone,C0039601
C1142644,Testosterone,C0523912
C1142644,Testosterone,C4721537
C3714798,Testosterone,C0039601
C3714798,Testosterone,C0523912
C3714798,Testosterone,C4721537
C0960580,Testosterone,C0039601
C0960580,Testosterone,C0523912
C0960580,Testosterone,C4721537
C0026237,Testosterone,C0039601
C0026237,Testosterone,C0523912
C0026237,Testosterone,C4721537
C0887941,Testosterone,C0039601
C0887941,Testosterone,C0523912
C0887941,Testosterone,C4721537
C0535996,Testosterone,C0039601
C0535996,Testosterone,C0523912
C0535996,Testosterone,C4721537
C3714750,Testosterone,C0039601
C3714750,Testosterone,C0523912
C3714750,Testosterone,C4721537
C1450093,Testosterone,C0039601
C1450093,Testosterone,C0523912
C1450093,Testosterone,C4721537
C0008381,Testosterone,C0039601
C0008381,Testosterone,C0523912
C0008381,Testosterone,C4721537
C0059735,Testosterone,C0039601
C0059735,Testosterone,C0523912
C0059735,Testosterone,C4721537
C3252639,Testosterone,C0039601
C3252639,Testosterone,C0523912
C3252639,Testosterone,C4721537
C0897385,Testosterone,C0039601
C0897385,Testosterone,C0523912
C0897385,Testosterone,C4721537
C0534137,Testosterone,C0039601
C0534137,Testosterone,C0523912
C0534137,Testosterone,C4721537
C1828468,Testosterone,C0039601
C1828468,Testosterone,C0523912
C1828468,Testosterone,C4721537
C0533212,Testosterone,C0039601
C0533212,Testosterone,C0523912
C0533212,Testosterone,C4721537
C0961212,Testosterone,C0039601
C0961212,Testosterone,C0523912
C0961212,Testosterone,C4721537
C3254086,Testosterone,C0039601
C3254086,Testosterone,C0523912
C3254086,Testosterone,C4721537
C0608437,Prednisone,C0032952
C1142644,Prednisone,C0032952
C3714798,Prednisone,C0032952
C0960580,Prednisone,C0032952
C0535996,Prednisone,C0032952
C3714750,Prednisone,C0032952
C1450093,Prednisone,C0032952
C0897385,Prednisone,C0032952
C3884187,Prednisone,C0032952
C0534137,Prednisone,C0032952
C1828468,Prednisone,C0032952
C0608437,Epinephrine,C0014563
C0608437,Epinephrine,C0201998
C1142644,Epinephrine,C0014563
C1142644,Epinephrine,C0201998
C3714798,Epinephrine,C0014563
C3714798,Epinephrine,C0201998
C0007407,Epinephrine,C0014563
C0007407,Epinephrine,C0201998
C0026454,Epinephrine,C0014563
C0026454,Epinephrine,C0201998
C2825075,Epinephrine,C0014563
C2825075,Epinephrine,C0201998
C0608437,Chlorpropamide,C0008287
C0960580,Chlorpropamide,C0008287
C0608437,Aprepitant,C1176306
C1142644,Aprepitant,C1176306
C3714798,Aprepitant,C1176306
C0960580,Aprepitant,C1176306
C0608437,Losartan,C0126174
C1142644,Losartan,C0126174
C3714798,Losartan,C0126174
C0960580,Losartan,C0126174
C0897385,Losartan,C0126174
C0608437,Flurbiprofen,C0016377
C0608437,Hydrocortisone,C0020268
C0608437,Hydrocortisone,C0201968
C1142644,Hydrocortisone,C0020268
C1142644,Hydrocortisone,C0201968
C3714798,Hydrocortisone,C0020268
C3714798,Hydrocortisone,C0201968
C0960580,Hydrocortisone,C0020268
C0960580,Hydrocortisone,C0201968
C0026237,Hydrocortisone,C0020268
C0026237,Hydrocortisone,C0201968
C0887941,Hydrocortisone,C0020268
C0887941,Hydrocortisone,C0201968
C0535996,Hydrocortisone,C0020268
C0535996,Hydrocortisone,C0201968
C3714750,Hydrocortisone,C0020268
C3714750,Hydrocortisone,C0201968
C1450093,Hydrocortisone,C0020268
C1450093,Hydrocortisone,C0201968
C0897385,Hydrocortisone,C0020268
C0897385,Hydrocortisone,C0201968
C3884187,Hydrocortisone,C0020268
C3884187,Hydrocortisone,C0201968
C0534137,Hydrocortisone,C0020268
C0534137,Hydrocortisone,C0201968
C1828468,Hydrocortisone,C0020268
C1828468,Hydrocortisone,C0201968
C0533212,Hydrocortisone,C0020268
C0533212,Hydrocortisone,C0201968
C0038296,Hydrocortisone,C0020268
C0038296,Hydrocortisone,C0201968
C0075233,Hydrocortisone,C0020268
C0075233,Hydrocortisone,C0201968
C1527416,Hydrocortisone,C0020268
C1527416,Hydrocortisone,C0201968
C0919429,Hydrocortisone,C0020268
C0919429,Hydrocortisone,C0201968
C0608437,Etodolac,C0059865
C0608437,Tretinoin,C0040845
C1142644,Tretinoin,C0040845
C3714798,Tretinoin,C0040845
C0010763,Tretinoin,C0040845
C3887686,Tretinoin,C0040845
C0535996,Tretinoin,C0040845
C3714750,Tretinoin,C0040845
C4284143,Tretinoin,C0040845
C0059735,Tretinoin,C0040845
C3252639,Tretinoin,C0040845
C0897385,Tretinoin,C0040845
C3884187,Tretinoin,C0040845
C0534137,Tretinoin,C0040845
C1828468,Tretinoin,C0040845
C0533212,Tretinoin,C0040845
C0218171,Tretinoin,C0040845
C0608437,Candesartan cilexetil,C0527379
C0897385,Candesartan cilexetil,C0527379
C0608437,Phenylbutazone,C0031463
C1142644,Phenylbutazone,C0031463
C3714798,Phenylbutazone,C0031463
C0608437,Meloxicam,C0083381
C0608437,Meloxicam,C0592680
C1142644,Meloxicam,C0083381
C1142644,Meloxicam,C0592680
C3714798,Meloxicam,C0083381
C3714798,Meloxicam,C0592680
C0897385,Meloxicam,C0083381
C0897385,Meloxicam,C0592680
C0608437,Diazepam,C0012010
C0608437,Diazepam,C0365777
C1142644,Diazepam,C0012010
C1142644,Diazepam,C0365777
C3714798,Diazepam,C0012010
C3714798,Diazepam,C0365777
C0960580,Diazepam,C0012010
C0960580,Diazepam,C0365777
C0535996,Diazepam,C0012010
C0535996,Diazepam,C0365777
C3714750,Diazepam,C0012010
C3714750,Diazepam,C0365777
C0897385,Diazepam,C0012010
C0897385,Diazepam,C0365777
C0534137,Diazepam,C0012010
C0534137,Diazepam,C0365777
C1828468,Diazepam,C0012010
C1828468,Diazepam,C0365777
C0533212,Diazepam,C0012010
C0533212,Diazepam,C0365777
C0218171,Diazepam,C0012010
C0218171,Diazepam,C0365777
C0608437,Tolazamide,C0040372
C0608437,Dorzolamide,C0165590
C0010763,Dorzolamide,C0165590
C3887686,Dorzolamide,C0165590
C0070319,Dorzolamide,C0165590
C0608437,Suprofen,C0038878
C0608437,Sulfapyridine,C0038710
C0608437,Metronidazole,C0025872
C1142644,Metronidazole,C0025872
C3714798,Metronidazole,C0025872
C0535996,Metronidazole,C0025872
C3714750,Metronidazole,C0025872
C0897385,Metronidazole,C0025872
C3884187,Metronidazole,C0025872
C0533212,Metronidazole,C0025872
C0608437,Salicylic acid,C0036079
C0608437,Acetylsalicylic acid,C0004057
C0960580,Acetylsalicylic acid,C0004057
C0608437,Phenprocoumon,C0031444
C1142644,Phenprocoumon,C0031444
C3714798,Phenprocoumon,C0031444
C0897385,Phenprocoumon,C0031444
